queries,files
Model-Number-SF313-51,Laptop.json
Intel-Integrated-HD615,Laptop.json
ROG-Strix-Edition,Laptop.json
"Sonic-Master,-Cortana-Support",Laptop.json
4th-Gen,Laptop.json
Processor-Variant-SQ1,Laptop.json
Part-Number-90NB0HT3-M02250,Laptop.json
Upto-18-hours,Laptop.json
Model-Number-X512FA-EJ373T,Laptop.json
Ethernet-Killer-Ethernet-E2500,Laptop.json
Power-Supply-45W,Laptop.json
Model-Number-SP513-51,Laptop.json
ZenBook-Pro-Duo,Laptop.json
Ornament-Gold,Laptop.json
Cache-12-MB,Laptop.json
Intel-Integrated-N.A.,Laptop.json
1.70-kg,Laptop.json
35-WHrs-Battery,Laptop.json
Gold&Metal,Laptop.json
Web-Camera-Yes,Laptop.json
Core-i5,Laptop.json
HD-RGB-Webcam,Laptop.json
Part-Number-Y568501HIN9,Laptop.json
Model-Number-insp-7580,Laptop.json
Part-Number-81VD008NIN,Laptop.json
Dimensions-309.7-x-215.7-x-15.19-mm,Laptop.json
RPM-5400,Laptop.json
IdeaPad-Gaming-3,Laptop.json
18-Months,Laptop.json
Dimensions-358-x-244-x-19.4-mm,Laptop.json
Lithium-Polymer-Battery,Laptop.json
Screen-Resolution-2800-x-1800-pixel,Laptop.json
Part-Number-90NB0LZ3-M11410,Laptop.json
Model-Number-13-an0045tu,Laptop.json
1-Year-Carry-In-Warranty,Laptop.json
Screen-Size-39.12-cm-(15.4-inch),Laptop.json
Model-Number-NS14A2IN187P,Laptop.json
2-Years-Carry-In-Warranty,Laptop.json
Processor-Brand-AMD,Laptop.json
Model-Name-X512DA-EJ503T(X512),Laptop.json
Hardware-Interface-NA,Laptop.json
Part-Number-90NB0KR7-M09780,Laptop.json
Dimensions-360-x-256-x-23.4-mm,Laptop.json
2-in-1-Laptop,Laptop.json
Predator,Laptop.json
VivoBook-Gaming,Laptop.json
MVVK2HN/A,Laptop.json
Dimensions-357.9-x-245.9-x-16.2-mm,Laptop.json
Part-Number-NS14A2IN244P,Laptop.json
Part-Number-NS14A1IN010P,Laptop.json
Three-Microphones,Laptop.json
Model-Number-X412FA-EK363T,Laptop.json
Dimensions-322-x-222-x-19.7-mm,Laptop.json
Model-Name-Y540--81SY,Laptop.json
Screen-Resolution-1920Ã—1080-pixel,Laptop.json
2.4-kg,Laptop.json
2-x-1.5-W-Stereo-Speakers,Laptop.json
Pavilion-13,Laptop.json
Model-Number-X512DA-EJ503T,Laptop.json
Dimensions-323-x-211-x-15.9-mm,Laptop.json
Processor-Variant-8950HK,Laptop.json
Multi-Gesture-Touchpad,Laptop.json
QHD+-IPS-MULTI-TOUCH,Laptop.json
Model-Number-GL62M-7RDX-1878XIN,Laptop.json
SD-Card-reader,Laptop.json
Dimensions-322-x-215-x-18.9-mm,Laptop.json
Bluetooth-v4.0,Laptop.json
Processor-Variant-7500U,Laptop.json
Part-Number-90NB0L93-M12020,Laptop.json
Suitable-For,Laptop.json
Part-Number-90NR01L3-M09720,Laptop.json
Predator-15,Laptop.json
Dimensions-326-x-226-x-18.8-mm,Laptop.json
Ethernet-10/100/1000,Laptop.json
Cache-8-MB,Laptop.json
Raider,Laptop.json
Blue-Backlit-English-Keyboard,Laptop.json
Epic-Silver,Laptop.json
Power-Supply-45-W,Laptop.json
RAM-32-GB,Laptop.json
Warranty-Summary,Laptop.json
Model-Number-AW159321TB8S,Laptop.json
NVIDIA-Geforce-MX110,Laptop.json
Platinum-Silver,Laptop.json
90-W-AC-Adapter,Laptop.json
Intel-Integrated-UHD-615,Laptop.json
Model-Number-X412FA-EK362T,Laptop.json
0-Months,Laptop.json
Dimensions-305-x-213-x-13.5-mm,Laptop.json
Security-Chip,Laptop.json
AMD-Radeon-vega-8,Laptop.json
Part-Number-90NB0KR6-M20440,Laptop.json
Obsidian-Black,Laptop.json
HD-720P-Webcam,Laptop.json
Part-Number-90NB0N31-M09810,Laptop.json
Upto-32-GB,Laptop.json
Intel-HM370,Laptop.json
0.98-kg,Laptop.json
Part-Number-90NR00J3-M00680,Laptop.json
Graphic-Processor-NVIDIA-Geforce-GTX-1660-Ti,Laptop.json
Processor-Variant-4500U,Laptop.json
Wireless-LAN-Killer-N1535-Combo-(2-x-2-ac),Laptop.json
HDMI-Port-Yes,Laptop.json
Model-Number-NS14A2IN241P,Laptop.json
4.42-kg,Laptop.json
Series-Vostro-3000,Laptop.json
Part-Number-NH.Q49SI.009,Laptop.json
NVIDIA-Geforce-MX250,Laptop.json
Onsite,Laptop.json
Screen-Resolution-1800-x-1200-Pixel,Laptop.json
Model-Number-A515-54,Laptop.json
2.14-kg,Laptop.json
Model-Number-VOS-3590,Laptop.json
Ideapad-330,Laptop.json
Kensington-Lock-Slot,Laptop.json
4-cell,Laptop.json
Screen-Resolution-1920-x-1080-Pixel,Laptop.json
Model-Number-15s-eq0007AU,Laptop.json
Model-Number-14-dh1011TU,Laptop.json
Wireless-LAN-Intel-9560,Laptop.json
Dimensions-419-x-287-x-32-mm,Laptop.json
7AL93PA,Laptop.json
Series-G3,Laptop.json
Processor-Variant-7300HQ,Laptop.json
1.45-kg,Laptop.json
Vivobook,Laptop.json
Processor-Variant-8130U,Laptop.json
Part-Number-81VV008SIN,Laptop.json
1-x-HDMI-Port-(v2.0),Laptop.json
Micro-SD,Laptop.json
Illuminated-Chiclet-Keyboard,Laptop.json
8-cell,Laptop.json
Full-HD-Webcam,Laptop.json
Dimensions-292-x-201-x-8.5-mm,Laptop.json
Series-Inspiron-15-7000,Laptop.json
Predator-Helios-300,Laptop.json
Force-Touch-Trackpad,Laptop.json
Dimensions-360-x-250-x-18-mm,Laptop.json
Screen-Resolution-3840-X-2160-pixel,Laptop.json
Model-Number-730-13IKB,Laptop.json
Legion-Y520,Laptop.json
Built-in-Dual-Speakers,Laptop.json
Wireless-WAN,Laptop.json
Yoga-900,Laptop.json
WQHD-LED-Backlit-IPS-Display,Laptop.json
Ethernet-10/100/1000-Mbps,Laptop.json
VivoBook-15,Laptop.json
Ideapad-330s,Laptop.json
MacBook,Laptop.json
Model-Number-A315-56,Laptop.json
Travel-&-Business,Laptop.json
Built-in-Array-Microphone,Laptop.json
Processor-Variant-10110U,Laptop.json
Model-Number-SF514-52T--59JY,Laptop.json
1.8-kg,Laptop.json
4QM21PA,Laptop.json
MVVM2HN/A,Laptop.json
Model-Number-SF514-52T,Laptop.json
Jet-Balck,Laptop.json
Legion-Y530,Laptop.json
Ideapad-L340,Laptop.json
Model-Number-81W8-Ideapad-S145-15IIL-U,Laptop.json
RPM-7200,Laptop.json
720p-FaceTime-HD-Webcam,Laptop.json
SDXC-Card-Reader,Laptop.json
Dimensions-323-x-228-x-17.95-mm,Laptop.json
Model-Number-14-ce3006TU,Laptop.json
Color-Gold,Laptop.json
Model-Number-UX533FD-A9100T,Laptop.json
Dimensions-419-x-287-x-33-mm,Laptop.json
Model-Number-15s-eq0132AU,Laptop.json
Model-Number-NS14A2IN215P,Laptop.json
1.83-kg,Laptop.json
Model-Number-X543UB-DM581T,Laptop.json
English-Blue-Backlit-Keyboard,Laptop.json
Color-Grey,Laptop.json
Part-Number-NX.GN2SI.007,Laptop.json
Nitro-5,Laptop.json
Dimensions-333-x-222-x-15-mm,Laptop.json
Antivirus,Laptop.json
Dimensions-359-x-254-x-21.7-mm,Laptop.json
Wireless-LAN-Wi-Fi-5-(802.11ac),Laptop.json
Model-Number-insp-7380,Laptop.json
Included-Software,Laptop.json
Up-to-6-Hours,Laptop.json
5SE71PA#ACJ,Laptop.json
Dedicated-Graphic-Memory-Capacity-8-GB,Laptop.json
Model-Number-X543UA-DM841T,Laptop.json
Part-Number-NX.GK6SI.007,Laptop.json
1-x-SO-DIMM,Laptop.json
Upto-64-GB,Laptop.json
Part-Number-90NB0HF7-M41800,Laptop.json
Web-Camera-VGA,Laptop.json
Model-Number-7548,Laptop.json
"Asus-GiftBox,-Asus-Splendid",Laptop.json
"USB-Port-2-x-USB-3.0,-1-x-USB-2.0",Laptop.json
Model-Number-X412FJ-EK511T,Laptop.json
Graphic-Processor-NVIDIA-Geforce-GTX-1080,Laptop.json
Part-Number-9S7-16J962-2068,Laptop.json
MRE92HN/A,Laptop.json
Silver,Laptop.json
Harmon-/-Kardon-Speaker,Laptop.json
Model-Number-15-dk0047TX,Laptop.json
3-in-1-Card-Reader,Laptop.json
Model-Number-AW177161TB8S,Laptop.json
Model-Number-GX531GWR-ES024T,Laptop.json
Part-Number-90NB0DR1-M05560,Laptop.json
Paisley-Lilac,Laptop.json
Upto-9.5-hours,Laptop.json
Spectre-Folio-x360,Laptop.json
Legion,Laptop.json
Part-Number-NH.Q2CSI.008-/-NH.Q2CSI.001,Laptop.json
Model-Number-X509JB-EJ591T,Laptop.json
Dimensions-308.8-x-214-x-15.9-mm,Laptop.json
Model-Number-G531GT-AL017T,Laptop.json
Model-Number-L340-15IRH,Laptop.json
"Gaming,-Performance",Laptop.json
Upto-6-hours,Laptop.json
1.32-kg,Laptop.json
2-x-4-W-Speakers,Laptop.json
Graphic-Processor-NVIDIA-Geforce-RTX-2070,Laptop.json
Model-Number-15-ec0101AX,Laptop.json
1.19-kg,Laptop.json
Full-sized-Backlit-Keyboard,Laptop.json
Clock-Speed-2-GHz,Laptop.json
onsite,Laptop.json
Part-Number-NS14A2IN249P,Laptop.json
Dimensions-307-x-214-x-13.9-mm,Laptop.json
7BY61PA#ACJ,Laptop.json
USB-Port-3-x-USB-3.2-(1st-Gen)-Type-A,Laptop.json
1.79-kg,Laptop.json
Model-Number-5584,Laptop.json
Alienware-Full-HD-Webcam,Laptop.json
Part-Number-90NB0M92-M05450,Laptop.json
SD-Card-Reader,Laptop.json
RAM-Frequency-2666-MHz,Laptop.json
Ethernet-Killer-Ethernet-E2400,Laptop.json
Part-Number-90NB0KR3-M20430,Laptop.json
Weight,Laptop.json
Model-Number-15-dc0084TX,Laptop.json
Built-in-Quad-Speakers,Laptop.json
Part-Number-2Z324PA/2z324pa#acj,Laptop.json
Part-Number-90NB0JV6-M04220,Laptop.json
96-W-AC-Adapter,Laptop.json
Processor-Variant-8550U,Laptop.json
1.95-kg,Laptop.json
Celestial-Blue,Laptop.json
Athlon-Dual-Core,Laptop.json
GL-Series,Laptop.json
Dimensions-304.1-x-212.4-x-14.9-mm,Laptop.json
Microsoft,Laptop.json
Part-Number-81H700BEIN,Laptop.json
48-W-AC-Adapter,Laptop.json
Part-Number-81BF00KSIN,Laptop.json
Dimensions-419-x-285-x-28.5-mm,Laptop.json
Additional-Features-3220-mAh-Li-ion-Battery,Laptop.json
6CQ62PA,Laptop.json
Ethernet-no,Laptop.json
One-year,Laptop.json
Series-15s,Laptop.json
Model-Number-S540-13IML,Laptop.json
Performance,Laptop.json
Graphic-Processor-NVIDIA-Geforce-1050Ti,Laptop.json
Part-Number-NS14A2IN220P,Laptop.json
1.85-kg,Laptop.json
Model-Name-Pavilion---15-cs3006tx,Laptop.json
"USB-Port-1-x-USB-3.0,-2-x-USB-2.0",Laptop.json
Upto-3-hrs,Laptop.json
Model-Number-15-cs3006tx,Laptop.json
Bluetooth-v4.1,Laptop.json
"USB-Port-2-x-USB-2.0,-1-x-USB-3.1",Laptop.json
Sound-Properties,Laptop.json
Up-to-10-Hours,Laptop.json
Part-Number-BLK-C566517WIN9,Laptop.json
Part-Number-90NB0GQ2-M04040,Laptop.json
GL63-8RC,Laptop.json
Acer-Webcam,Laptop.json
Part-Number-B569905WIN9,Laptop.json
SPace-Grey,Laptop.json
Upto-12-GB,Laptop.json
Dimensions-420-x-290-x-30-mm,Laptop.json
Internal-Mic-Yes,Laptop.json
3D-IR-HD-Webcam,Laptop.json
Model-Number-14-dh1025TX,Laptop.json
Model-Number-3480,Laptop.json
Full-size-Keyboard,Laptop.json
AMD-Radeon-Vega-3,Laptop.json
Part-Number-81LK00J2IN,Laptop.json
Wireless-LAN-Intel-Wireless-AC-9560-(2x2),Laptop.json
52.5-WHr-Li-ion-Battery,Laptop.json
ZenBook-Flip-14,Laptop.json
AMD-Radeon-Vega-8,Laptop.json
Dimensions-308.8-x-218-x-14.4-mm,Laptop.json
2-in-1-Card-Reader-(SD/MMC),Laptop.json
Part-Number-81NB00F6IN,Laptop.json
Processor-Variant-8250U,Laptop.json
Gigabit-LAN,Laptop.json
Model-Number-X512FL-EJ701T,Laptop.json
"Laptop,-Battery,-AC-Adapter",Laptop.json
2-x-USB-3.0,Laptop.json
Part-Number-VGY-00021,Laptop.json
Transparent-Silver,Laptop.json
Web-Camera,Laptop.json
Model-Number-720S-13IKB,Laptop.json
Part-Number-NX.H3YSI.006,Laptop.json
Model-Number-X543UA-DM362T,Laptop.json
2-cell,Laptop.json
1-x-HDMI-Port-(v1.4),Laptop.json
Lock-Port,Laptop.json
Matt-Black,Laptop.json
Optane-Memory-16-GB,Laptop.json
Model-Number-14s-dr1006TU,Laptop.json
Dimensions-360-x-268-x-15.3-mm,Laptop.json
Part-Number-59-427747,Laptop.json
1.27-kg,Laptop.json
Model-Number-UX333FA-A4116T,Laptop.json
"2-in-1-Card-Reader-(SD,-SDXC)",Laptop.json
Part-Number-FJT-00015,Laptop.json
Gaming,Laptop.json
2.19-kg,Laptop.json
Dimensions-310-x-216-x-13.9-mm,Laptop.json
Mic-In-Yes,Laptop.json
Model-Number-SF313-51-506P,Laptop.json
SSD-Yes,Laptop.json
NVIDIA-Geforce-MX230,Laptop.json
Built-in-Dual-Microphones,Laptop.json
Dual-Microphones,Laptop.json
Part-Number-90NR01L3-M10540,Laptop.json
Part-Number-81DE01K0IN,Laptop.json
Upto-13.5-hours,Laptop.json
NVIDIA-Geforce-GTX-980M,Laptop.json
Model-Number-X412FA-EK512T,Laptop.json
Dedicated-Graphic-Memory-Capacity-6-GB,Laptop.json
Full-HD-IR-Webcam,Laptop.json
Dimensions-307.7-x-212.45-x-13.68-mm,Laptop.json
Part-Number-NS14A2IN187P,Laptop.json
Model-Number-NS14A2IN225P,Laptop.json
NX.GVLSI.002,Laptop.json
HDWebcam,Laptop.json
Power-Supply-65-W,Laptop.json
Sonic-Master,Laptop.json
1.12-kg,Laptop.json
Series-ROG,Laptop.json
Upto-10.5-hours,Laptop.json
Himalayan-Blue,Laptop.json
Part-Number-80SV00YCIH,Laptop.json
Series-Inspiron-13-7000-Series,Laptop.json
2-Year,Laptop.json
Ideapad-320E,Laptop.json
Non-Upgradable,Laptop.json
2.2-kg,Laptop.json
Slate-Grey,Laptop.json
Dimensions-306-x-212-x-14.7-mm,Laptop.json
NX.GTMSI.025,Laptop.json
Dimensions-245-x-175-x-8.3-mm,Laptop.json
Windows-10-Home,Laptop.json
Screen-Resolution-1920X1080-pixel,Laptop.json
Part-Number-90NB0JX4-M01940,Laptop.json
Part-Number-NX.GU4SI.004,Laptop.json
Dimensions-324-x-225-x-149-mm,Laptop.json
Model-Number-S145-15API,Laptop.json
Part-Number-E-SLV-A569109WIN,Laptop.json
Dimensions-381-x-251-x-27.2-mm,Laptop.json
Processor-Variant-7Y75,Laptop.json
0.99-kg,Laptop.json
Wireless-LAN-IEEE-802.11b/g/n,Laptop.json
Model-Number-X509JA-EJ592T,Laptop.json
Model-Number-GS65,Laptop.json
Clock-Speed-3-GHz,Laptop.json
Part-Number-80UE00BLIH,Laptop.json
Dimensions-339-x-241.9-x-19.9-mm,Laptop.json
Star-Black,Laptop.json
Dimensions-329-x-228-x-14.9-mm,Laptop.json
Physical-Damage,Laptop.json
Alienware-TactX-Keyboard,Laptop.json
SATA-III,Laptop.json
Dimensions-381.6-x-263-x-21-mm,Laptop.json
Part-Number-81CT0042IN,Laptop.json
Dimensions-423-x-321.5-x-39.7-mm,Laptop.json
Black-Metal,Laptop.json
Dimensions-379-x-260-x-22.9-mm,Laptop.json
1.21-kg,Laptop.json
AMD-Radeon,Laptop.json
Manufacturing-Defects,Laptop.json
Number-of-Cores-4,Laptop.json
Intel-Integrated-UHD,Laptop.json
Royal-Blue,Laptop.json
Micro-SD-Media-Card-Reader,Laptop.json
Read/Write-Speed-8x,Laptop.json
Screen-Size-29.46-cm-(11.6-inch),Laptop.json
Web-Camera-HD,Laptop.json
Pointer-Device,Laptop.json
Screen-Size-38.1-cm-(15-inch),Laptop.json
1.13-kg,Laptop.json
Li-ion-Polymer-Battery,Laptop.json
Intel-Integrated-HD520,Laptop.json
Purple,Laptop.json
Processor-Variant-8565U,Laptop.json
1.6-kg,Laptop.json
Yoga-730,Laptop.json
Part-Number-81SY00B6IN,Laptop.json
Part-Number-90NB0L92-M04010,Laptop.json
9th-Gen,Laptop.json
61-W-AC-Adapter,Laptop.json
RAM-8-GB,Laptop.json
Swift-3,Laptop.json
TravelMate-X3,Laptop.json
Intel-Integrated-HD630,Laptop.json
IdeaPad-Gaming-3i,Laptop.json
Dimensions-296.9-x-208.6-x-15.95-mm,Laptop.json
Aspire-5,Laptop.json
ZenBook-Pro-15,Laptop.json
1.39-kg,Laptop.json
2.5-kg,Laptop.json
Part-Number-81VV00JFIN,Laptop.json
Core-i7,Laptop.json
Model-Number-UX331FAL-EG075T,Laptop.json
Number-of-Cores-8,Laptop.json
Upto-8-GB,Laptop.json
Part-Number-81W800B1IN,Laptop.json
English-Backlit-Blue-Keyboard,Laptop.json
2.04-kg,Laptop.json
NX.VDFSI.006,Laptop.json
40-W-AC-Adapter,Laptop.json
HD-IR-Webcam,Laptop.json
Processor-Variant-1005G1,Laptop.json
87-W-AC-Adapter,Laptop.json
Chiclet-Keyboard,Laptop.json
2.34-kg,Laptop.json
Intel-Integrated-UHD-620,Laptop.json
Part-Number-90NB0J12-M00500,Laptop.json
Bluetooth-v5.0,Laptop.json
Part-Number-NS14A2IN225P,Laptop.json
Bluetooth-4.2,Laptop.json
English-Backlit-Grey-Keyboard,Laptop.json
Upto-8-hours,Laptop.json
Windows-10,Laptop.json
1-year-Manufacturer-Warranty,Laptop.json
Backlit-Chiclet-RGB-Keyboard,Laptop.json
Noble-Lock-Slot,Laptop.json
RAM-Type-DDR4,Laptop.json
Part-Number-NH.Q47SI.001,Laptop.json
Shadow-Black,Laptop.json
Inspiron,Laptop.json
Screen-Size-30.48-cm-(12-inch),Laptop.json
Dimensions-365-x-256.5-x-25.4-mm,Laptop.json
720p-FHD-Webcam,Laptop.json
2-Years-Warranty,Laptop.json
36.7-WHr-Li-ion-Battery,Laptop.json
Part-Number-167W1PA#ACJ,Laptop.json
Screen-Resolution-2736-x-1824-Pixel,Laptop.json
Part-Number-GE73-Raider-RGB-8RF-024IN,Laptop.json
Model-Number-15-ce073TX,Laptop.json
1-x-HDMI-Port,Laptop.json
Part-Number-9S7-16J962-1878,Laptop.json
Model-Number-NS13A1IN014P,Laptop.json
Part-Number-90NR01L3-M07590,Laptop.json
Peacock-Blue,Laptop.json
Model-Number-X412FA-EK511T,Laptop.json
Part-Number-9S7-16Q411-206,Laptop.json
Wireless-LAN-Intel-AX201-2x2-AX,Laptop.json
2-Years-Manufacturer-Warranty,Laptop.json
Keyboard,Laptop.json
Series-Inspiron-5000,Laptop.json
Model-Number-X412FA-EK361T,Laptop.json
Pavilion-Gaming,Laptop.json
LPDDR4X,Laptop.json
"Li-ion-Battery,-VR-Ready",Laptop.json
Mineral-Silver,Laptop.json
Model-Number-E203MAH-FD004T,Laptop.json
Model-Number-13-ak0049TU,Laptop.json
Noble-Lock-Port,Laptop.json
Model-Number-7570,Laptop.json
Qualcomm-Adreno-685,Laptop.json
3-Years-Onsite-Warranty,Laptop.json
Processor-Variant-10300H,Laptop.json
Model-Number-NS13A2IN206P,Laptop.json
Screen-Resolution-1920-x-1080$$-pixel,Laptop.json
Model-Number-TP412FA-EC371TS,Laptop.json
Dimensions-363.4-x-247.5-x-19.9-mm,Laptop.json
Upto-22-hours,Laptop.json
Icicle-Gold,Laptop.json
Series-Liber,Laptop.json
Dimensions-377.8-x-261.2-x-19.9-mm,Laptop.json
1.3-kg,Laptop.json
Graphic-Processor-AMD-Radeon-Pro-5500M,Laptop.json
Clock-Speed,Laptop.json
Model-Number-Y540,Laptop.json
Cache-5-MB,Laptop.json
Dedicated-Graphic-Memory-Capacity-2-GB,Laptop.json
MVVJ2HN/A,Laptop.json
Finger-Print-Sensor-No,Laptop.json
Wireless-LAN-IEEE-802.11ax-(Wi-Fi-6),Laptop.json
Touchpad,Laptop.json
Waves-Maxx-Audio,Laptop.json
Security-Lock-Slot,Laptop.json
Model-Number-S340-15IIL,Laptop.json
Model-Number-15-DK00261TX,Laptop.json
Part-Number-90NB0LZ6-M11420,Laptop.json
3.1-kg,Laptop.json
Processor-Variant-N4000,Laptop.json
"Dragon-Centre,-Nahimic-2",Laptop.json
Built-in-Microphones,Laptop.json
Model-Number-X512FA-EJ549T,Laptop.json
HDD-Capacity-1-TB,Laptop.json
HP-Wide-Vision-HD-Webcam,Laptop.json
Built-in-Three-Microphone,Laptop.json
Trusted-Platform-Module-(TPM),Laptop.json
480p-FaceTime-Camera,Laptop.json
1.2-kg,Laptop.json
Dimensions-306-x-216-x-14.1-mm,Laptop.json
Face-Recognition-No,Laptop.json
Model-Number-SF314-52,Laptop.json
BluetoothÂ®-4.1,Laptop.json
Model-Number-X543UA-DM581T,Laptop.json
X512FA,Laptop.json
Processor-Variant-1065G7,Laptop.json
1-x-micro-SD-card,Laptop.json
AMD-Radeon-R5,Laptop.json
Dimensions-242-x-339-x-20-mm,Laptop.json
Model-Number-X412FA-EK371T,Laptop.json
Wireless-WAN-Integrated-802.11ac-(2x2),Laptop.json
Ideapad-130,Laptop.json
Part-Number-90NB0EC6-M15290,Laptop.json
"Asus-Splendid,-Tru2Life",Laptop.json
Stereo-Speakers,Laptop.json
Deep-Dive-Blue,Laptop.json
51-WHr-Li-ion-Battery,Laptop.json
on-site,Laptop.json
Upto-5-Hours,Laptop.json
2.24-kg,Laptop.json
Model-Number-X2,Laptop.json
Memory-Slots-1,Laptop.json
1.60-kg,Laptop.json
RAM-Frequency-2400-MHz,Laptop.json
Screen-Type,Laptop.json
3D-Flow,Laptop.json
Part-Number-90NB0NG1-M03310,Laptop.json
"Dual-Band,-2x2",Laptop.json
Processor-Variant-7700HQ,Laptop.json
NX.GQJSI.001,Laptop.json
Wireless-LAN-IEEE-802.11ax-(2x2),Laptop.json
Dimensions-360-x-262.9-x-24.9-mm,Laptop.json
Cache-4,Laptop.json
Dimensions-304.1-x-212.4-x-15.4-mm,Laptop.json
Part-Number-90NB0QE2-M01500,Laptop.json
Ideapad-S540,Laptop.json
Dedicated-Graphic-Memory-Type-DDR5,Laptop.json
Pure-Silver,Laptop.json
Shale-Black,Laptop.json
Dimensions-376-x-246-x-22.5-mm,Laptop.json
Surface-Pro-6,Laptop.json
Part-Number-90NB0GF1-M12420,Laptop.json
Model-Number-NS14A2IN245P,Laptop.json
Model-Number-1867,Laptop.json
Part-Number-90NB0L92-M12010,Laptop.json
Model-Number-UX430UA-GV372T,Laptop.json
Part-Number-NX.GK4SI.014,Laptop.json
2.3-GHz,Laptop.json
30-W-AC-Adapter,Laptop.json
Micro-SDXC-Card-Reader,Laptop.json
2.09-kg,Laptop.json
Model-Number-15-ce071TX,Laptop.json
Model-Number-F571GT-AL518T,Laptop.json
Model-Number-UX430UA-GV573T,Laptop.json
2.6-kg,Laptop.json
Model-Number-GE73-Raider-RGB-8RF-024IN,Laptop.json
Model-Number-5378,Laptop.json
Dedicated-Graphic-Memory-Type-DDR3,Laptop.json
Core-m3,Laptop.json
Model-Name-B50-70,Laptop.json
English-Non-Backlit-Keyboard,Laptop.json
Processor-Variant-8265U,Laptop.json
Mineral-Grey,Laptop.json
8th-Gen,Laptop.json
Part-Number-81BV008UIN,Laptop.json
Part-Number-3C464PA#ACJ,Laptop.json
Model-Number-X409JA-EK591T,Laptop.json
Full-HD-LED-Backlit-Display,Laptop.json
HD-Webcam,Laptop.json
Dual-Digital-Microphone-Array,Laptop.json
Model-Number-NS14A1IN010P,Laptop.json
USB-Port-3-x-USB-3.2-Type-A-(1st-Gen),Laptop.json
Model-Number-81W8-idea-pad-S145--15IIL-U,Laptop.json
Model-Number-NS14A1IN501P,Laptop.json
45-W-AC-Adapter,Laptop.json
Processor-Variant-9750H,Laptop.json
up-to-12-GB-SDRAM,Laptop.json
Model-Number-NX101,Laptop.json
Model-Name-GL62-7RDX-1065IN,Laptop.json
Processor-Brand-Intel,Laptop.json
NX.GKPSI.002,Laptop.json
1.35-kg,Laptop.json
Processor-Variant-7300U,Laptop.json
HDD-Capacity-2-TB,Laptop.json
Upto-4-hours,Laptop.json
Model-Number-NS14A2IN206P,Laptop.json
65-W-AC-Adapter,Laptop.json
VivoBook-S-Series,Laptop.json
Upto-3-hours,Laptop.json
Dimensions-383-x-255-x-21-mm,Laptop.json
Screen-Resolution-1366-x-768$$-pixel,Laptop.json
Graphic-Processor-NVIDIA-Geforce-GTX-1650-MaxQ,Laptop.json
Non-Backlit-English-Keyboard,Laptop.json
Part-Number-KJU-00015,Laptop.json
9FM75PA#ACJ,Laptop.json
Model-Number-SF713-51,Laptop.json
Screen-Size-33.02-cm-(13-inch),Laptop.json
Space-Grey,Laptop.json
NX.GVLSI.001,Laptop.json
180-W-AC-Adapter,Laptop.json
MNYH2HN/A,Laptop.json
Part-Number-13S63PA#ACJ,Laptop.json
Model-Number-S145-15IIL,Laptop.json
Number-of-Cores-6,Laptop.json
Part-Number-9S7-16Q211-084,Laptop.json
Upto-4.5-hours,Laptop.json
Model-Number-G531GU-ES511T,Laptop.json
2nd-Gen,Laptop.json
Part-Number-NP14N1IN001P,Laptop.json
3-Year,Laptop.json
ROG-Zephyrus-S,Laptop.json
Stealth,Laptop.json
MV972HN,Laptop.json
Recovery-Options,Laptop.json
Pavilion-x360,Laptop.json
Additional-Features-4670-mAh-Li-ion-Battery,Laptop.json
Built-in-Digital-Microphone,Laptop.json
Model-Number-G9-793,Laptop.json
Processor-Variant-1011U,Laptop.json
Dimensions-320-x-234.4-x-15.2-mm,Laptop.json
Screen-Resolution-2880-x-1800-Pixel,Laptop.json
Model-Number-13-ak0040TU,Laptop.json
2.85-kg,Laptop.json
Part-Number-9S7-16J952-640,Laptop.json
2.38-kg,Laptop.json
Model-Number-14-dh0107TU,Laptop.json
IP-720S,Laptop.json
MPTT2HN/A,Laptop.json
Ethernet-10/100-Mbps,Laptop.json
Matte-Black,Laptop.json
Backlit-Island-style-Keyboard,Laptop.json
Model-Number-SF314-55G,Laptop.json
MR942HN/A,Laptop.json
Part-Number-81BV008TIN,Laptop.json
2.28-kg,Laptop.json
Model-Number-G3-3590/G3-15-3590,Laptop.json
Model-Number-X512FA-EJ372T,Laptop.json
Intel-Integrated-HD,Laptop.json
Built-in-Dual-Microphone,Laptop.json
Model-Number-GF65-Thin-9SD-293IN,Laptop.json
Model-Number-Y520-15IKBN,Laptop.json
Model-Number-GL73,Laptop.json
Model-Number-1824,Laptop.json
Built-in-Digital-Microphones,Laptop.json
RAM-Frequency-2133-MHz,Laptop.json
Model-Number-NS14A2IN244P,Laptop.json
Bang-and-Olufsen-Sound,Laptop.json
Processor-Variant-4200U,Laptop.json
2-Digital-Microphones,Laptop.json
Processor-Variant-7100U,Laptop.json
4-Slots,Laptop.json
Model-Number-G531GT-AL007T,Laptop.json
Security-Chip-TPM,Laptop.json
Model-Number-1796,Laptop.json
"Audio-Boost,-4-x-2-W-Speakers",Laptop.json
Dimensions-306-x-194-x-16-mm,Laptop.json
1-x-MicroSD,Laptop.json
Sales-Package,Laptop.json
Dimensions-365-x-251-x-18.9-mm,Laptop.json
Dimensions-362.2-x-251.5-x-19.9-mm,Laptop.json
physical-damage,Laptop.json
Realtek-Wi-Fi-5-(2x2),Laptop.json
Processing-&-Multitasking,Laptop.json
Intel-Integrated-HD-620,Laptop.json
MVVL2HN/A,Laptop.json
